name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,mean_grade,count_grade_0,count_grade1,count_grade2,count_grade3,latlng
SOT Valkyrien,924626003,Ole Vigs Gate 22,0366,OSLO,4.2,,97.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9304808, 10.7163795]"
SZECHUAN AS,973204769,TRONDHEIMSVEIEN 64,0565,OSLO,4.5,1,648.0,11,0.5,10,1,,,1.1,4,1,5,0,"[59.92309, 10.771579]"
Sabaki,913207297,KARL JOHANSGATE 39,0162,OSLO,4.2,,32.0,8,0.2222222222222222,9,1,,,0.8888888888888888,3,4,2,0,"[59.91431726604435, 10.737646450632099]"
Sabi Sushi Vika // Omakase,819108072,Ruseløkkveien 3,0251,OSLO,4.4,2,242.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.914243, 10.728986]"
Sabi Sushi Vinderen,991622616,Holmenveien 1,0374,OSLO,4.1,2,80.0,7,0.2857142857142857,7,1,,,1.0,2,3,2,0,"[59.9431622, 10.7033626]"
Sabrura Valkyrien,825090282,Valkyriegata 3,0366,OSLO,3.7,2,228.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.928273, 10.718532]"
Safe as Milk ,925621005,Gladengveien 4,0661,OSLO,4.2,2,424.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.915566, 10.788486]"
Sagene Lunsjbar,971761539,MARIDALSVEIEN 153 B,0461,OSLO,4.1,2,627.0,7,0.0,7,1,,,1.0,0,7,0,0,"[59.9246523, 10.7504705]"
Sagene pizzaria og kebab AS,913542487,Arendalsgata 3,0463,OSLO,3.9,,142.0,9,0.5,8,1,,,1.125,4,0,3,1,"[59.937415, 10.75563]"
Saigon Express AS,820906322,Maridalsveien 157,0465,OSLO,4.2,1,153.0,7,0.5,6,1,,,1.1666666666666667,3,0,2,1,"[59.938088, 10.756879]"
Sakee,994836285,HOLMENS GATE 6,0250,OSLO,3.8,,133.0,10,0.5,10,1,,,1.0,5,0,5,0,"[59.91017, 10.725877]"
"Samson A/S, W.B. AVD SANDAKER SENTER",982088399,SANDAKERVEIEN 59,0477,OSLO,3.5,2,25.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.938436, 10.768478]"
Samson Egertorget,974999420,KARL JOHANS GATE 20,0159,OSLO,4.1,2,578.0,7,0.3333333333333333,9,1,,,0.7777777777777778,5,1,3,0,"[59.9129, 10.741507]"
Samson Gimle,973103210,FREDRIK STANGSGATE 46,0264,OSLO,4.3,2,397.0,7,0.1428571428571428,7,1,,,1.0,1,5,1,0,"[59.91906518853844, 10.708957074289147]"
Sandaker cafe,923531335,Sandakerveien 59,0477,OSLO,4.3,1,44.0,8,0.75,4,1,,,2.0,1,0,1,2,"[59.938436, 10.768478]"
Sanguine Brasseri og Bar,991693637,KIRSTEN FLAGSTADS PLASS 1,0150,OSLO,3.7,,112.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.9080168, 10.751414644187896]"
Sanjays AS,913966244,LØRENVEIEN 44,0585,OSLO,3.6,2,279.0,27,0.7333333333333333,15,1,,,1.8,4,0,6,5,"[59.930571, 10.793542]"
Sanremo Skullerud AS,927372967,Olaf Helsets vei 1A,0694,OSLO,4.3,2,110.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.866343, 10.839163]"
Saray Grønland AS,915814301,GRØNLAND 5 ,0188,OSLO,4.1,1,528.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.913111, 10.759547]"
Saray Restaurant,920697186,Trondheimsveien 10,0560,OSLO,4.2,2,793.0,7,0.6,5,1,,,1.4,2,0,2,1,"[59.919545, 10.764002]"
Savage,929365631,Kongens gate 5,0153,OSLO,5.0,,5.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.909459, 10.740969]"
Sawan,897641542,PRESIDENT HARBITZ' GATE 4 ,0259,OSLO,4.5,3,512.0,16,0.4615384615384615,13,1,,,1.2307692307692308,4,3,5,1,"[59.918836, 10.715629]"
Sazan Kafe AS,996465063,ERICH MOGENSØNS VEI 38,0594,OSLO,4.0,,22.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.943242, 10.835473]"
Scandic Helsfyr,974084791,STRØMSVEIEN 108,0663,OSLO,3.9,,1333.0,7,0.5,6,1,,,1.1666666666666667,2,1,3,0,"[59.9344023, 10.8729344]"
Scandic Holmenkollen Park Hotel ,974085542,KONGEVEIEN 26,0787,OSLO,4.2,,1890.0,9,0.375,8,1,,,1.125,3,2,2,1,"[59.96248, 10.663009]"
Scandic Hotell Se.ua Restaurant ,982254736,ST. OLAVS PLASS 1,0165,OSLO,4.1,2,1687.0,6,0.1666666666666666,6,1,,,1.0,1,4,1,0,"[59.918159, 10.739833]"
Scandic oslo City ,979668732,Europarådets plass 1,0154,OSLO,3.9,,1061.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.911954, 10.749291]"
Scarpetta Pastabar,926377167,Storgata 23,0184,OSLO,4.0,,141.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.913892, 10.75077]"
Schlägergården,918991603,Lilleakerveien 30,0283,OSLO,4.6,2,147.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.920152, 10.635375]"
Sea sushi bar Hammerborggata,998660408,Hammerborggata 9,0181,OSLO,4.2,,22.0,4,0.6666666666666666,3,1,,,1.3333333333333333,1,0,2,0,"[59.91491309363158, 10.752274799510957]"
Seaport Restaurant AS,918818847,Sørengkaia 101,0194,OSLO,4.3,2,1105.0,6,0.5,6,1,,,1.0,3,0,3,0,"[59.902633, 10.752885]"
Sentralen kafeteria,816717272,Øvre Slottsgate 3,0157,OSLO,4.2,,697.0,4,0.2,5,1,,,0.8,2,2,1,0,"[59.911002, 10.74017]"
Sentralen restaurant AS,816717272,Øvre Slottsgate 3,0157,OSLO,4.2,,697.0,5,0.2,5,1,,,1.0,1,3,1,0,"[59.911002, 10.74017]"
Serranos Bodega AS Alna,894174552,ALNA SENTER STRØMSVEIEN 245,0668,OSLO,4.4,,34.0,11,0.4444444444444444,9,1,,,1.2222222222222223,3,2,3,1,"[59.92690734999999, 10.846948833719637]"
Shanghai 2K18 As,888057412,Kirkegata 30,0153,OSLO,4.6,2,671.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.911497, 10.7451]"
Shufl ,928147061,Holmens gate 5,0250,OSLO,4.5,,70.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.910323, 10.725752]"
Silk Road,921563477,"Oslo Street Food, Torggata Bad, Torggata 16",0181,OSLO,4.5,,18.0,1,0.0,2,1,,,0.5,1,1,0,0,"[60.18511065756209, 5.470588163226182]"
Simply Tasty AS,924695668,Vulkan 5,0178,OSLO,5.0,,28.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.922253, 10.751749]"
Sjakk Matt Vika AS,972111813,Haakon Vii's gate 5,0161,OSLO,3.9,2,390.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.913846, 10.731165]"
Skaal Matbar,923183361,Olaf Ryes plass 12,0552,OSLO,4.4,,223.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.92348752912295, 10.75862928794632]"
Skabos Hage,877393852,Sjølyst Plass 5,0212,OSLO,3.5,,2.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.920249, 10.68279]"
Skatten,918325964,Hagegata 22,0653,OSLO,4.3,2,267.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914421, 10.775439]"
Skullerud Sushi,999289428,Olaf Helsets vei 1,0694,OSLO,4.1,,133.0,6,0.4,5,1,,,1.2,2,1,1,1,"[59.867303, 10.839252]"
Skullerudstua,971957379,GENERAL RUGES VEI 106,0694,OSLO,4.2,2,431.0,8,0.375,8,1,,,1.0,3,2,3,0,"[59.8636743, 10.846407]"
Skur 33,983157726,AKERSHUSSTRANDA 11,0150,OSLO,4.2,2,842.0,6,0.3333333333333333,9,1,,,0.6666666666666666,6,0,3,0,"[59.907896, 10.733974]"
Skøyen Gastrobar,928469093,Askekroken 11,0277,OSLO,4.5,,64.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.922627, 10.682958]"
Smalhans,996664600,WALDEMAR THRANES GATE 10,0171,OSLO,4.3,2,728.0,5,0.0,6,1,,,0.8333333333333334,1,5,0,0,"[59.923499, 10.739649]"
Smart Hotel Oslo AS,812901842,St Olavsgt 26,0166,OSLO,3.9,,2066.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.917777189946634, 10.736807757400356]"
Smash burgers OSF AS,925920703,Torggata 16,0181,OSLO,3.7,,31.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.915849, 10.750834]"
Smia Galleri ,990355088,OPPLANDSGATA 19,0657,OSLO,4.6,3,376.0,4,0.0,5,1,,,0.8,1,4,0,0,"[59.9064925498825, 10.78550125043165]"
Snadder & Vin ,927290863,Frognerveien 12 B,0263,OSLO,4.6,,28.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.916398, 10.713137]"
Sofienberg Grill,976846397,TEGLVERKSV 2,0553,OSLO,3.7,,46.0,8,0.375,8,1,,,1.0,3,2,3,0,"[59.92400761106514, 10.764824962035576]"
Sofienlund Spiseri,922093482,Drammensveien 149,0277,OSLO,4.5,,18.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.922139, 10.682041]"
Sofies Mar & Vinhus,924572396,Sofies gate 15,0170,OSLO,4.4,1,437.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.922807, 10.736087]"
Solvik ,922371210,Skinnerbakken 7  (Malmøy) ,0198,OSLO,4.5,,77.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.86459429125811, 10.751223838531876]"
Soria Moria Kurs og Konferansesenter,871994382,Voksenkollveien 60,0790,OSLO,4.3,,676.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.975071, 10.655643]"
"Soria moria, Hva Skjer",992255471,VOGTS GATE 64,0477,OSLO,,,,7,0.4285714285714285,7,1,,,1.0,3,1,3,0,"[59.936147, 10.765707]"
"Soup Culture, Vippa",920696910,Akershusstranda 25,0150,OSLO,4.3,,2932.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.901814, 10.741166]"
Spaghetteria ,826930772,Dronning Eufemias gate 11,0150,OSLO,3.6,2,203.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.908275, 10.755151]"
Spice Rootz CC,923157867,Lilleakerveien 16,0283,OSLO,5.0,,11.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.917405, 10.636047]"
Spis Sunt AS,915374387,Ekebergveien 99,1181,OSLO,4.3,,24.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.892143, 10.774614]"
Spiseriet Oslo Golfklubb,926641069,Ankerveien 127,0766,OSLO,4.6,,10.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.962399, 10.638928]"
Spor av Nord AS,924349182,Tollbugata 7B,0152,OSLO,4.6,,127.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.909924, 10.746555]"
Sport 33  ,911978989,THORVALD MEYERSGATE 33,0555,OSLO,3.8,,206.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.925819139466064, 10.759043590326772]"
Sreetchef BBQ Style,920540236,Arvållveien 17,0590,OSLO,4.6,2,353.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.945155000288565, 10.80912304614165]"
St. Lars AS,995913283,THERESES GATE 45,0354,OSLO,4.5,3,455.0,9,0.4,10,1,,,0.9,5,1,4,0,"[59.926537, 10.731146]"
Starbucks Coffee,913892240,KARENSLYST ALLE 11,0278,OSLO,4.2,2,267.0,0,0.0,6,1,,,0.0,6,0,0,0,"[59.920848, 10.682834]"
Starbucks Coffee avd. Aker Brygge,916648073,Stranden 7,0250,OSLO,4.1,2,1263.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.909753, 10.726821]"
Starbucks Coffee avd. Bogstadveien,912084086,BOGSTADVEIEN 60A,0366,OSLO,4.0,2,437.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.928194, 10.717025]"
Starbucks Coffee avd. Grønlandsleiret,918644059,Grønlandsleiret 1,0190,OSLO,3.8,2,367.0,4,0.0,4,1,,,1.0,0,4,0,0,"[59.912591, 10.762851]"
Starbucks Coffee avd. Jernbanetorget,912507777,Jernbanetorget 1,0154,OSLO,3.8,2,208.0,3,0.2,5,1,,,0.6,3,1,1,0,"[59.910875, 10.750737]"
Starbucks Coffee avd. Torggata,912507475,TORGGATA 17B,0183,OSLO,3.8,2,586.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.916183, 10.751991]"
"Starbucks, D. Coffee avd. Stenersgata",912084264,"Stenersgaten 1,  Oslo City",050,OSLO,3.7,2,599.0,6,0.2857142857142857,7,1,,,0.8571428571428571,3,2,2,0,"[59.91271000000006, 10.751780000000053]"
Statholderens Mat- og Vinkjeller,873997052,Rådhusgata 11,0151,OSLO,4.7,4,356.0,4,0.1428571428571428,7,1,,,0.5714285714285714,4,2,1,0,"[59.909373, 10.743433]"
Statholdergaarden  ,873997052,Rådhusgata 11,0151,OSLO,4.8,4,328.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.909373, 10.743433]"
Stock spiseri og drikkeri,815647092,DRONNING EUFEMIAS GATE 14,0191,OSLO,4.5,2,693.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.908438, 10.758252]"
Stop  & GO,871801762,Kalbakkveien 34 B,0953,OSLO,,,,10,0.4285714285714285,7,1,,,1.4285714285714286,2,2,1,2,"[59.953717, 10.873605]"
Stortorvets Gjestgiveri AS,994799932,Grensen 1,0159,OSLO,3.9,2,688.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.913407, 10.744699]"
Street Flavours,925601853,Lørenfaret 1,0585,OSLO,4.6,,8.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.931341, 10.800337]"
Stuper`n,914434807,MIDDELTHUNS GATE 28,0368,OSLO,4.2,,504.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.9281277, 10.7086495]"
Stykke,829202662,Bøkkerveien 11,0579,OSLO,4.7,,68.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.9273897, 10.7961598]"
Stykke AS,820976282,Møllergata 12,0179,OSLO,4.4,,1604.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.914584, 10.747373]"
Subway,915141641,PILESTREDET 41C,0166,OSLO,3.3,2,183.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.920475, 10.733836]"
Subway - Byporten,986922695,JERNBANETORGET 6,0154,OSLO,3.7,2,206.0,8,0.3,10,1,,,0.8,5,2,3,0,"[59.911771, 10.751553]"
Subway Grønland,912169529,GRØNLANDSLEIRET 23,0190,OSLO,3.4,2,241.0,6,0.2857142857142857,7,1,,,0.8571428571428571,3,2,2,0,"[59.912031, 10.765429]"
Subway Holmlia ,926789325,Holmlia sentervei 11,1255,OSLO,3.7,2,120.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.83483243260292, 10.794904739966114]"
Subway Lille Grensen,999062075,Akersgata 43,0158,OSLO,3.6,2,220.0,1,0.0,5,1,,,0.2,4,1,0,0,"[59.913703, 10.742032]"
Subway Skippergata 25A ,912002209,Skippergata 25A ,0154,OSLO,3.5,2,376.0,9,0.3333333333333333,9,1,,,1.0,3,3,3,0,"[59.911163, 10.747962]"
Subway Stovner ,912548430,Stovner senter 3,0985,OSLO,3.3,2,18.0,5,0.5,4,1,,,1.25,1,1,2,0,"[59.962146, 10.924524]"
Subway Torggata,927372371,Torggata 10,0181,OSLO,5.0,2,1.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914252, 10.748035]"
Subway Tveita ,921058543,Tveita Senter,0671,OSLO,3.1,2,24.0,4,0.6666666666666666,3,1,,,1.3333333333333333,1,0,2,0,"[59.9145579, 10.841471]"
Sugar & Spice,922717672,Bøkkerveien 6,0579,OSLO,4.8,,17.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.92694, 10.794697]"
Sumo Bjørvika,924687576,Operagata73c,0194,OSLO,3.8,2,293.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.90678023449856, 10.758838282634363]"
Sumo Solli Plass AS,983547389,HENRIK IBSENS GATE 90,0255,OSLO,4.0,2,514.0,7,0.375,8,1,,,0.875,4,1,3,0,"[59.914573, 10.719421]"
Sumo Storo AS,920425429,Vitaminveien 31,0485,OSLO,4.0,2,372.0,4,0.5,4,1,,,1.0,2,0,2,0,"[59.947235, 10.77158]"
Sun Sushi,927436760,Sørkedalsveien 3 A,0369,OSLO,4.8,,21.0,4,0.6666666666666666,3,1,,,1.3333333333333333,1,0,2,0,"[59.930231, 10.713033]"
Sunt & Godt Økologisk cafe,914938309,Thorvald meyers gate 18,0555,OSLO,4.7,,82.0,8,0.75,4,1,,,2.0,1,0,1,2,"[59.928095, 10.759267]"
Sunt & Nam AS,999028438,Tordenskiolds gate 6,0160,OSLO,4.7,,82.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.912781, 10.73635]"
Sushi & Asian Tveita AS,918389369,TVETENVEIEN 150,0671,OSLO,4.2,2,112.0,9,0.3333333333333333,9,1,,,1.0,3,3,3,0,"[59.913836, 10.841898]"
Sushi & Dinner Mandi Tran,987822457,Hegdehaugsveien 1,0352,OSLO,4.2,2,112.0,6,0.3333333333333333,6,1,,,1.0,2,2,2,0,"[59.920427, 10.732798]"
Sushi & Thai,911905701,LANGBØLGEN 11,1150,OSLO,4.2,2,112.0,9,0.6666666666666666,6,1,,,1.5,2,0,3,1,"[59.872643, 10.811756]"
Sushi & Thai Oppsal AS,820850742,Vetlandsveien 111,0685,OSLO,4.2,2,112.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.893014, 10.841544]"
Sushi Adamstuen,924009519,Ullevålsveien 95A,0359,OSLO,4.1,2,152.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.932827, 10.733657]"
Sushi Asia AS,992426632,FR. NANSENS PLASS 9,0160,OSLO,4.4,,205.0,14,0.4166666666666667,12,1,,,1.1666666666666667,5,1,5,1,"[59.912269357551025, 10.73492819943229]"
Sushi Bowl,912472124,Tollbugata 17,0152,OSLO,4.4,1,475.0,4,0.1428571428571428,7,1,,,0.5714285714285714,4,2,1,0,"[59.910474, 10.744385]"
Sushi City & Wok,916240465,Skippergata 32 ,0154,OSLO,4.2,,830.0,13,0.5,12,1,,,1.0833333333333333,5,1,6,0,"[59.911167, 10.748356]"
Sushi Mio,927541068,Holmlia Senter vei 10,1255,OSLO,2.8,,16.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.834609, 10.79506]"
Sushi Wok Ekspressen,917190119,Trondheimsveien 162 A,0570,OSLO,4.4,1,91.0,6,0.5,4,1,,,1.5,1,1,1,1,"[59.930119, 10.777841]"
Sushibar+Wine Posthallen,923430253,Prinsensgate 8,0152,OSLO,4.5,,136.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.91069624196305, 10.745916455400135]"
Sushibar+Wine Valkyrie,825544852,Bogstadveien 58,0366,OSLO,4.4,,95.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.928145, 10.71738]"
Sushihuset Røa,918647961,Vækerøveien 199,0751,OSLO,3.7,,103.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.947096, 10.643273]"
Sverres Cafe Yeh Chun You,972773492,CARL BERNERS PLASS 2,0568,OSLO,4.5,1,40.0,12,0.5555555555555556,9,1,,,1.3333333333333333,3,1,4,1,"[59.926505, 10.776109]"
Svingen Kolonial,925317160,Ekebergveien 37,0196,OSLO,4.9,,47.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.901135, 10.77656]"
Svingen på Sletta,919769815,Ekebergveien 44,0196,OSLO,4.7,,19.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.900943, 10.778123]"
Sweet Dekor AS,923607595,Kongens gate 10,0153,OSLO,5.0,,1.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.910381, 10.742389]"
Syriano Restaurant AS,922998728,Trondheimsveien 12,0560,OSLO,4.1,,39.0,4,0.3333333333333333,3,1,,,1.3333333333333333,1,1,0,1,"[59.919495, 10.764493]"
Sørkedalen Landhandel ,989725009,Sørkedalsveien 1014,0758,OSLO,4.6,,249.0,3,0.25,4,1,,,0.75,2,1,1,0,"[60.0167966, 10.6120428]"
Søylehuset Cafe,974166089,EKEBERGVEIEN 103,1178,OSLO,3.6,,132.0,5,0.1666666666666666,6,1,,,0.8333333333333334,2,3,1,0,"[59.891196, 10.775636]"
SüdØst Asian Crossover,997551923,TRONDHEIMSVEIEN 5,0560,OSLO,4.2,3,2014.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.918183, 10.760713]"
TGI Fridays Aker Brygge avd 3515,887882932,STRANDEN 39 AKER BRYGGE,0250,OSLO,3.7,2,2607.0,5,0.125,8,1,,,0.625,4,3,1,0,"[59.9093447, 10.7263669]"
TGI Fridays City avd 3518,996794350,BISKOP GUNNERUS GATE 3,0155,OSLO,3.5,2,2025.0,10,0.4166666666666667,12,1,,,0.8333333333333334,7,0,5,0,"[59.912457, 10.749962]"
TUNCO,920766277,Torggata 16,0181,OSLO,4.5,,27.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.915849, 10.750834]"
Tacos Al Pastor,916736754,Torggata 16,0181,OSLO,4.1,2,124.0,4,0.3333333333333333,3,1,,,1.3333333333333333,1,1,0,1,"[59.915849, 10.750834]"
Takashi AS,927326280,Lille Stranden 4,0252,OSLO,4.5,,129.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.908246, 10.723255]"
Tandoori Curry Corner,825994432,Grønland 22,0188,OSLO,4.1,,200.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.912973, 10.761775]"
Tandoori Hut AS,926640976,Maridalsveien 154A,0461,OSLO,4.3,2,256.0,8,0.75,4,1,,,2.0,1,0,1,2,"[59.937543, 10.755937]"
Taquitos,916736754,Dronning Eufemias gate 14,0191,OSLO,3.6,,5.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.908438, 10.758252]"
Tasty Thai,898796302,THERESESGATE 51E,0354,OSLO,4.3,1,380.0,8,0.3333333333333333,9,1,,,0.8888888888888888,5,1,2,1,"[59.92596853055338, 10.730567430486246]"
Tatakii Asian,915937144,Middelthuns gate 25,0368,OSLO,4.3,3,698.0,15,0.4545454545454545,11,1,,,1.3636363636363635,3,2,5,1,"[59.928508, 10.709324]"
Taverna Klimataria ,919559403,Parkveien 13 ,0350,OSLO,4.3,2,452.0,8,0.5,6,1,,,1.3333333333333333,2,1,2,1,"[59.921778, 10.730362]"
Tavernan,913412699,YOUNGSTORGET 1,0181,OSLO,4.2,2,840.0,5,0.125,8,1,,,0.625,4,3,1,0,"[59.914781, 10.75012]"
Taza Taza,882666352,Jernbanetorget 6,0154,OSLO,3.7,2,140.0,9,0.3333333333333333,9,1,,,1.0,3,3,3,0,"[59.911771, 10.751553]"
TeaOlogy,923350004,Dronningens gate 15,0152,OSLO,4.5,2,322.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.91039, 10.746008]"
Teddys Softbar,871780072,BRUGATA 3A,0186,OSLO,4.3,2,433.0,8,0.25,8,1,,,1.0,2,4,2,0,"[59.914342, 10.754067]"
Tehran spiseri (Kafi drift AS),926365789,Selma Ellefsens Vei 2,0581,OSLO,3.4,,23.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.925423, 10.807471]"
Tekno Kafe AS Teknisk Museum,984384939,KJELSÅSVEIEN 143,0491,OSLO,3.4,,100.0,10,0.5,10,1,,,1.0,5,0,5,0,"[59.966428, 10.782707]"
Telegrafen Restaurant Bestorp,925149977,Kongens gate 21,0153,OSLO,4.5,,20.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.911225, 10.742721]"
Terrassen Kafe Og Restaurant,979520999,Stovner Senter 3,0985,OSLO,3.8,,69.0,14,0.5454545454545454,11,1,,,1.2727272727272727,5,0,4,2,"[59.962146, 10.924524]"
Territoriet,999103588,MARKVEIEN 58,0550,OSLO,4.6,3,393.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.918985, 10.757479]"
Thai Orkid Cafe,892561222,Calmeyers gate 11,0183,OSLO,4.2,1,604.0,6,0.2857142857142857,7,1,,,0.8571428571428571,3,2,2,0,"[59.916347, 10.754717]"
The Break,917544824,Bygdøy alle 63c,0265,OSLO,4.8,,48.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.918785, 10.70367]"
The Cupcake and Pie co,922672830,Vulkan 5,0178,OSLO,4.2,,106.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.922253, 10.751749]"
The Dubliner,973044044,Rådhusgata 28,0151,OSLO,4.3,2,2623.0,3,0.0,5,1,,,0.6,2,3,0,0,"[59.909831, 10.740738]"
The Fragnance of the Heart Coffee Club ,985897409,FRIDTJOF NANSENS PLASS 2,0160,OSLO,4.5,2,366.0,17,0.5384615384615384,13,1,,,1.3076923076923077,5,1,5,2,"[59.912945, 10.733443]"
The Golden Chimp ,918643222,Heimdalsgata 37,0578,OSLO,4.4,3,356.0,3,0.2,5,1,,,0.6,3,1,1,0,"[59.914321, 10.767087]"
The Golden Chimp VIA,827357472,Ruseløkkveien 26,0251,OSLO,4.0,,4.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.912559, 10.726927]"
The Greasy House,920625436,Arendalsgata 14,0463,OSLO,3.8,2,215.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.937892, 10.754456]"
The Indus,827533262,Kirkeveien 57,0368,OSLO,4.2,2,436.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.927927, 10.71413]"
The Room kaffebar,913207297,Karl Johansgate 39,0162,OSLO,4.0,2,52.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91431726604435, 10.737646450632099]"
The Salmon AS,921338872,Strandpromenaden 11,0252,OSLO,4.7,,709.0,1,0.0,3,1,,,0.3333333333333333,2,1,0,0,"[59.907932, 10.723239]"
The Scotsman,874997242,KARL JOHANS GATE 17,0159,OSLO,4.0,2,4307.0,8,0.25,8,1,,,1.0,2,4,2,0,"[59.912669, 10.743445]"
The Shamrock Pub ,918585389,SCHLEPPEGRELLS GATE 32,0556,OSLO,3.7,2,393.0,8,0.5714285714285714,7,1,,,1.1428571428571428,3,0,4,0,"[59.927441, 10.765209]"
The Thief Hotel AS,995778386,Landgangen 1,0252,OSLO,4.4,,1392.0,8,0.3,10,1,,,0.8,5,2,3,0,"[59.907658, 10.721052]"
The Vandelay,995781220,Operagata 30,0194,OSLO,3.6,3,334.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.907187, 10.757878]"
Theatercaféen,988415251,STORTINGSGATA 24-26,0161,OSLO,4.3,3,787.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.9130033, 10.7386569]"
Theka,921521294,Olaf Ryes plass 10,0552,OSLO,4.0,2,307.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.923495156654866, 10.758057139235575]"
Thon Hotel Slottsparken,975049884,Wergelandsveien 5,0167,OSLO,4.2,,899.0,5,0.0,6,1,,,0.8333333333333334,1,5,0,0,"[59.918433, 10.732012]"
Thon Hotel Storo,919445076,Vitaminveien 11,0485,OSLO,4.6,,729.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.9464094, 10.7744019]"
