,tilsynsobjektid,orgnummer,navn,adrlinje1,adrlinje2,postnr,poststed,tilsynid,sakref,status,dato,total_karakter,tilsynsbesoektype,tema1_no,tema1_nn,karakter1,tema2_no,tema2_nn,karakter2,tema3_no,tema3_nn,karakter3,tema4_no,tema4_nn,karakter4,business_status,dine_in,name,price_level,rating,types,user_ratings_total,reservable,website,editorial_summary
0,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1601151233010030239YFSGZ_TilsynAvtale,2016/5367,0,15012016,0,1,Rutiner og ledelse,Rutiner og leiing,1.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,1.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
1,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1707051537310410240DQUTJ_TilsynAvtale,2017/128233,0,5072017,2,1,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
2,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1610051538078600239KLAPD_TilsynAvtale,2016/193757,0,5102016,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,1.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
3,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z2204071326386400240GDYVK_TilsynAvtale,2022/77047,0,7042022,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
4,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1810291511497620240ZZQKW_TilsynAvtale,2018/239281,0,29102018,2,1,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,2.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
5,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1601111336418200239MWCWP_TilsynAvtale,2016/5367,0,11012016,2,0,Rutiner og ledelse,Rutiner og leiing,1.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,1.0,Merking og sporbarhet,Merking og sporbarheit,2.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
6,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z2204201518307440240ONWCW_TilsynAvtale,2022/77047,0,20042022,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
7,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1609201455597580239SNMZS_TilsynAvtale,2016/193757,0,20092016,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
8,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1810251625290070240VVKVD_TilsynAvtale,2018/239281,0,25102018,3,0,Rutiner og ledelse,Rutiner og leiing,3.0,Lokaler og utstyr,Lokaler og utstyr,3.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,3.0,Merking og sporbarhet,Merking og sporbarheit,2.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
9,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1811220847475360240TZDPU_TilsynAvtale,2018/239281,0,22112018,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
10,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1707121008198910239EIIVN_TilsynAvtale,2017/128233,0,12072017,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
11,Z1006052059576191189LLAJS_Tilsynsobjekt,876576422.0,Malik's Kvarten Bistro AS,KRISTIAN IV`S GATE 1,,164.0,OSLO,Z1706200913323440240XKQAX_TilsynAvtale,2017/128233,0,19062017,3,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,3.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,Malik's Kvarten Bistro,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,,
12,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1603081813109110239ZSVCT_TilsynAvtale,2016/45700,0,8032016,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,1.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
13,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1804191555197860240OZCPT_TilsynAvtale,2018/92988,0,19042018,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
14,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1906202125108010240DKTPY_TilsynAvtale,2019/143745,0,20062019,3,0,Rutiner og ledelse,Rutiner og leiing,3.0,Lokaler og utstyr,Lokaler og utstyr,3.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,3.0,Merking og sporbarhet,Merking og sporbarheit,3.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
15,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1610271003171220239UDKHC_TilsynAvtale,2016/220375,0,26102016,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,2.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
16,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1906271141223700239EJWWB_TilsynAvtale,2019/143745,0,27062019,2,1,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
17,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z2204051433549090240YFJEF_TilsynAvtale,2022/75984,0,5042022,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,1.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
18,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1611111357024740239KCCWV_TilsynAvtale,2016/220375,0,11112016,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
19,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1706291421300980239ROOKF_TilsynAvtale,2017/136310,0,29062017,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
20,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1907231602095980239TQPNL_TilsynAvtale,2019/143745,0,23072019,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
21,Z1006052054484531189QTQNX_Tilsynsobjekt,976195426.0,Chinatown ,VALKYRIEGATA 15,,366.0,OSLO,Z1707121554208000240IRYTD_TilsynAvtale,2017/136310,0,12072017,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Chinatown Majorstuen,2.0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,True,,
22,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1601291232592820239CPMMO_TilsynAvtale,2016/18979,0,29012016,2,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
23,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1705300944368360239BPCTQ_TilsynAvtale,2017/112824,0,29052017,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
24,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z2209121325344680240QWAHP_TilsynAvtale,2022/116492,0,12092022,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
25,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1706290939599640240KPJWI_TilsynAvtale,2017/112824,0,29062017,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
26,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1602241010547480240NQQKJ_TilsynAvtale,2016/18979,0,24022016,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
27,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1602221135542470239BHVUN_TilsynAvtale,2016/18979,0,22022016,3,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,3.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
28,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1805071627308510239GGXWL_TilsynAvtale,2018/80168,0,7052018,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
29,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1804191114555420240WDCED_TilsynAvtale,2018/80168,0,16042018,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
30,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z2002111014552820239GGFXY_TilsynAvtale,2020/20657,0,11022020,0,1,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
31,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z2208191235138260240DDWBP_TilsynAvtale,2022/116492,0,19082022,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
32,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z2001301325518480239MXJDK_TilsynAvtale,2020/20657,0,30012020,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
33,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1610060712156920239CKOUW_TilsynAvtale,2016/209241,0,5102016,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,1.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
34,Z1006052100311171126LSRSN_Tilsynsobjekt,985897409.0,The Fragnance of the Heart Coffee Club ,FRIDTJOF NANSENS PLASS 2,,160.0,OSLO,Z1601271227025950240AHXVC_TilsynAvtale,2016/18979,0,27012016,3,0,Rutiner og ledelse,Rutiner og leiing,3.0,Lokaler og utstyr,Lokaler og utstyr,3.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,The Fragrance of the Heart,2.0,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",366.0,,http://www.fragrance.no/,
35,Z1006052055332631190YBVGN_Tilsynsobjekt,974188813.0,"McDonald's Familierestaurant, Storgata ",STORGATA 15,,155.0,OSLO,Z1602100712037840239OXHML_TilsynAvtale,2016/29727,0,9022016,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,McDonald's Storgata,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3227.0,,https://www.mcdonalds.com/no/nb-no.html,"{'language': 'en', 'overview': 'Classic, long-running fast-food chain known for its burgers & fries.'}"
36,Z1006052055332631190YBVGN_Tilsynsobjekt,974188813.0,"McDonald's Familierestaurant, Storgata ",STORGATA 15,,155.0,OSLO,Z2205091447541810239ZKGRA_TilsynAvtale,2022/98813,0,9052022,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,McDonald's Storgata,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3227.0,,https://www.mcdonalds.com/no/nb-no.html,"{'language': 'en', 'overview': 'Classic, long-running fast-food chain known for its burgers & fries.'}"
37,Z1006052055332631190YBVGN_Tilsynsobjekt,974188813.0,"McDonald's Familierestaurant, Storgata ",STORGATA 15,,155.0,OSLO,Z1704061230312620240UTCAM_TilsynAvtale,2017/74408,0,6042017,1,0,Rutiner og ledelse,Rutiner og leiing,1.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,McDonald's Storgata,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3227.0,,https://www.mcdonalds.com/no/nb-no.html,"{'language': 'en', 'overview': 'Classic, long-running fast-food chain known for its burgers & fries.'}"
38,Z1006052055332631190YBVGN_Tilsynsobjekt,974188813.0,"McDonald's Familierestaurant, Storgata ",STORGATA 15,,155.0,OSLO,Z1609161523332000239KZVYX_TilsynAvtale,2016/194577,0,16092016,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,McDonald's Storgata,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3227.0,,https://www.mcdonalds.com/no/nb-no.html,"{'language': 'en', 'overview': 'Classic, long-running fast-food chain known for its burgers & fries.'}"
39,Z1006052055332631190YBVGN_Tilsynsobjekt,974188813.0,"McDonald's Familierestaurant, Storgata ",STORGATA 15,,155.0,OSLO,Z1808101002398220240PWMIL_TilsynAvtale,2018/180074,0,9082018,0,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,0.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,McDonald's Storgata,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3227.0,,https://www.mcdonalds.com/no/nb-no.html,"{'language': 'en', 'overview': 'Classic, long-running fast-food chain known for its burgers & fries.'}"
40,Z1006052055332631190YBVGN_Tilsynsobjekt,974188813.0,"McDonald's Familierestaurant, Storgata ",STORGATA 15,,155.0,OSLO,Z1909251433066790239AOEKR_TilsynAvtale,2019/212322,0,25092019,1,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,1.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,0.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,McDonald's Storgata,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3227.0,,https://www.mcdonalds.com/no/nb-no.html,"{'language': 'en', 'overview': 'Classic, long-running fast-food chain known for its burgers & fries.'}"
41,Z1307291435111893252HVZHH_Tilsynsobjekt,999259766.0,Baltazar Ristorante & Enoteca AS,DRONNINGENS GATE 27,,154.0,OSLO,Z1603021516486200239LBQNO_TilsynAvtale,2016/47085,0,2032016,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,1.0,OPERATIONAL,True,Baltazar Ristorante & Enoteca,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1078.0,True,http://www.baltazar.no/,"{'language': 'en', 'overview': 'Stylish restaurant & exposed brick enoteca for modern & classic Italian cuisine, plus fine wines.'}"
42,Z1307291435111893252HVZHH_Tilsynsobjekt,999259766.0,Baltazar Ristorante & Enoteca AS,DRONNINGENS GATE 27,,154.0,OSLO,Z1911191043457610240VZVSS_TilsynAvtale,2019/253900,0,18112019,2,0,Rutiner og ledelse,Rutiner og leiing,2.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,1.0,Merking og sporbarhet,Merking og sporbarheit,0.0,OPERATIONAL,True,Baltazar Ristorante & Enoteca,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1078.0,True,http://www.baltazar.no/,"{'language': 'en', 'overview': 'Stylish restaurant & exposed brick enoteca for modern & classic Italian cuisine, plus fine wines.'}"
43,Z1307291435111893252HVZHH_Tilsynsobjekt,999259766.0,Baltazar Ristorante & Enoteca AS,DRONNINGENS GATE 27,,154.0,OSLO,Z1611111539307410240CBPQU_TilsynAvtale,2016/239862,0,11112016,2,0,Rutiner og ledelse,Rutiner og leiing,0.0,Lokaler og utstyr,Lokaler og utstyr,2.0,Mat-håndtering og tilberedning,Mat-handtering og tillaging,2.0,Merking og sporbarhet,Merking og sporbarheit,2.0,OPERATIONAL,True,Baltazar Ristorante & Enoteca,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1078.0,True,http://www.baltazar.no/,"{'language': 'en', 'overview': 'Stylish restaurant & exposed brick enoteca for modern & classic Italian cuisine, plus fine wines.'}"
